user,revenue,units,ls_date,tsls,rating,ttp,total_sessions,completed,completed_post,predictedByModel,win_rate,tries,device,tbs,tsad
6006,NULL,NULL,5/25/2015,186194,-1,223,1,0.155555556,0.155555556,0.155555556,1,2,iphone,NULL,186418
8365,NULL,NULL,5/27/2015,8146,0,1885,3,0.288888889,0.288888889,0.288888889,0.533333333,15,iphone,51661.5,112130
8657,NULL,NULL,5/27/2015,40738,0,16605,18,0.444444444,0.711111111,0.539050891,0.578947368,19,iphone,4893.588235,125129
861,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,0.5,2,ipad,NULL,74895
5630,NULL,NULL,NULL,NULL,0,0,1,0.155555556,0.155555556,0.155555556,1,2,iphone,NULL,144284
9364,NULL,NULL,NULL,NULL,0,0,1,0.2,0.2,0.2,1,4,ipad,NULL,96947
8293,NULL,NULL,5/27/2015,48698,0,7152,18,0.622222222,0.666666667,0.536883027,0.540540541,37,iphone,9624.823529,224956
9212,NULL,NULL,5/26/2015,117238,-1,263,1,0.133333333,0.133333333,0.133333333,NULL,NULL,iphone,NULL,117502
3633,NULL,NULL,5/26/2015,106047,0,3504,9,0.444444444,0.444444444,0.444444444,0.882352941,17,iphone,4874.875,145933
888,NULL,NULL,5/26/2015,92644,-1,159,2,0.133333333,0.133333333,0.133333333,1,1,ipod,18193,92804
3282,NULL,NULL,5/27/2015,11698,0,5166,8,0.622222222,0.955555556,0.462153678,0.794871795,39,iphone,9262.571429,78707
4155,NULL,NULL,5/25/2015,191760,0,2065,2,0.444444444,0.444444444,0.444444444,0.882352941,17,ipad,582,193900
9735,NULL,NULL,NULL,NULL,0,0,1,0.266666667,0.266666667,0.266666667,0.571428571,7,iphone,NULL,14927
3488,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,0.5,2,iphone,NULL,100528
9998,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,1,1,iphone,NULL,6843
1084,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,0.5,2,iphone,NULL,147054
7799,NULL,NULL,5/27/2015,24701,0,7714,15,0.666666667,0.888888889,0.578373972,0.557142857,70,iphone,13252.14286,210651
7868,NULL,NULL,5/27/2015,30187,0,1744,4,0.288888889,0.444444444,0.444444444,0.7,10,ipad,34828.33333,135165
4419,NULL,NULL,5/25/2015,190779,0,540,3,0.222222222,0.222222222,0.222222222,0.428571429,7,iphone,57131.5,215204
2287,NULL,NULL,NULL,NULL,0,0,1,0.177777778,0.177777778,0.177777778,0.285714286,7,iphone,NULL,207454
3996,NULL,NULL,5/25/2015,198400,-1,399,3,0.133333333,0.133333333,0.133333333,0.333333333,3,ipad,85710,198847
3117,NULL,NULL,5/25/2015,186106,-1,77,3,0.133333333,0.133333333,0.133333333,1,1,iphone,128.5,186327
3234,NULL,NULL,5/27/2015,27493,0,506,5,0.222222222,0.222222222,0.222222222,0.428571429,7,iphone,18636.75,102015
759,NULL,NULL,5/26/2015,92994,0,3130,4,0.333333333,0.333333333,0.333333333,0.5625,16,ipad,39412,212080
6176,NULL,NULL,NULL,NULL,0,0,1,0.155555556,0.155555556,0.155555556,1,2,iphone,NULL,256153
4842,NULL,NULL,5/27/2015,38434,0,6601,4,0.333333333,0.4,0.4,0.777777778,9,ipad,25748.33333,118921
1951,NULL,NULL,5/27/2015,79896,0,1912,4,0.4,0.511111111,0.511111111,0.733333333,15,ipad,1204.666667,84871
3578,NULL,NULL,5/26/2015,160986,0,486,9,0.177777778,0.177777778,0.177777778,0.333333333,9,ipod,10055.75,192040
5583,NULL,NULL,5/27/2015,12730,0,5765,11,0.822222222,0.888888889,0.569960696,0.450704225,71,iphone,2889.2,41666
7612,NULL,NULL,5/25/2015,208362,-1,75,1,0.133333333,0.155555556,0.155555556,NULL,NULL,iphone,NULL,208438
3766,NULL,NULL,5/27/2015,19248,-1,366,2,0.155555556,0.155555556,0.155555556,0.2,5,iphone,3612,23200
2826,NULL,NULL,5/27/2015,26175,0,357,2,0.177777778,0.222222222,0.222222222,1,3,ipad,1792,28200
5437,NULL,NULL,5/27/2015,13488,0,9224,17,0.777777778,0.888888889,0.595864341,0.44,50,iphone,10934.1875,190118
2455,NULL,NULL,5/27/2015,10040,-1,92,1,0.133333333,0.133333333,0.133333333,NULL,NULL,ipod,NULL,10133
7608,NULL,NULL,5/27/2015,82726,0,113,2,0.177777778,0.177777778,0.177777778,1,3,iphone,374,82840
3418,NULL,NULL,5/27/2015,32413,-1,99,2,0.177777778,0.177777778,0.177777778,NULL,NULL,ipod,1083,32513
3375,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,0.5,2,iphone,NULL,198720
5585,NULL,NULL,NULL,NULL,0,0,1,0.355555556,0.355555556,0.355555556,0.52173913,23,iphone,NULL,60758
4082,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,1,1,iphone,NULL,90867
416,NULL,NULL,5/25/2015,173015,-1,126,2,0.133333333,0.133333333,0.133333333,NULL,NULL,iphone,316,173451
1307,NULL,NULL,NULL,NULL,0,0,1,0.311111111,0.311111111,0.311111111,0.666666667,18,ipod,NULL,255427
982,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,NULL,NULL,ipad,NULL,122784
5994,NULL,NULL,5/27/2015,80790,0,860,5,0.222222222,0.222222222,0.222222222,0.75,4,ipad,10612.75,123302
9321,NULL,NULL,5/27/2015,16174,0,8815,25,0.666666667,0.822222222,0.581948682,0.65625,32,iphone,8407.666667,218180
2105,NULL,NULL,5/27/2015,77969,0,3220,5,0.4,0.4,0.4,0.8,15,ipad,3801,93182
3846,NULL,NULL,5/26/2015,103735,0,512,3,0.288888889,0.288888889,0.288888889,0.545454545,11,ipod,4991,106767
2792,NULL,NULL,5/27/2015,75300,1,1055,4,0.222222222,0.222222222,0.222222222,0.5,4,ipad,27037.33333,83893
3436,NULL,NULL,5/27/2015,8793,-1,145,1,0.155555556,0.155555556,0.155555556,0.5,2,iphone,NULL,8939
8304,NULL,NULL,NULL,NULL,1,0,1,0.222222222,0.222222222,0.222222222,0.6,5,iphone,NULL,142532
1825,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,NULL,NULL,ipod,NULL,166724
3931,NULL,NULL,5/27/2015,8809,0,9106,14,0.666666667,0.733333333,0.558744509,0.46,50,iphone,8223.076923,116294
9399,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,0.5,2,iphone,NULL,257449
7693,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,1,1,iphone,NULL,282
9815,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,NULL,NULL,iphone,NULL,196092
2667,NULL,NULL,5/27/2015,48364,-1,1101,7,0.177777778,0.4,0.4,0.2,15,iphone,9764,107080
8158,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,1,2,iphone,NULL,28867
1312,NULL,NULL,5/27/2015,3250,0,2332,6,0.288888889,0.288888889,0.288888889,0.333333333,21,iphone,38853.8,197728
3732,NULL,NULL,5/26/2015,140433,0,564,1,0.222222222,0.222222222,0.222222222,0.4,5,iphone,NULL,140998
8242,NULL,NULL,5/26/2015,128071,0,1426,2,0.222222222,0.222222222,0.222222222,1,4,iphone,18880,129498
8544,NULL,NULL,5/27/2015,69417,0,1613,1,0.333333333,0.333333333,0.333333333,0.75,12,iphone,NULL,71031
8991,NULL,NULL,NULL,NULL,-1,0,1,0.177777778,0.177777778,0.177777778,0.5,2,ipad,NULL,205289
4026,NULL,NULL,5/27/2015,5011,-1,808,5,0.155555556,0.177777778,0.177777778,0.222222222,9,iphone,23905.25,100845
5203,NULL,NULL,5/27/2015,5568,-1,112,1,0.133333333,0.666666667,0.666666667,1,1,iphone,NULL,5681
4851,NULL,NULL,5/27/2015,51330,0,2132,5,0.288888889,0.444444444,0.444444444,0.296296296,27,ipad,16267,117418
7026,NULL,NULL,5/27/2015,33174,0,810,1,0.288888889,0.288888889,0.288888889,0.857142857,7,iphone,NULL,33985
8290,NULL,NULL,5/27/2015,47580,0,501,2,0.333333333,0.333333333,0.333333333,0.888888889,9,ipad,10910,48082
8482,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,NULL,NULL,iphone,NULL,196008
7827,NULL,NULL,5/27/2015,4171,0,13395,18,1.111111111,1.111111111,0.726096338,0.522222222,90,iphone,6863.352941,151053
5795,NULL,NULL,5/27/2015,13249,0,13177,14,0.555555556,0.555555556,0.584377618,0.573529412,68,iphone,8143.692308,121509
2932,NULL,NULL,NULL,NULL,0,0,1,0.222222222,0.222222222,0.222222222,0.333333333,12,iphone,NULL,2735
8217,NULL,NULL,5/27/2015,9885,0,1104,4,0.222222222,0.222222222,0.222222222,1,3,iphone,21483,74770
2966,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,0.5,4,iphone,NULL,180436
8287,NULL,NULL,5/27/2015,6666,0,30870,12,1,1,1,0.4,80,iphone,16254.81818,188124
3491,NULL,NULL,NULL,NULL,0,0,1,0.333333333,0.333333333,0.333333333,0.833333333,6,iphone,NULL,221115
2944,NULL,NULL,5/25/2015,205898,-1,225,1,0.133333333,0.133333333,0.133333333,NULL,NULL,ipad,NULL,206124
1480,NULL,NULL,5/27/2015,61220,0,1599,4,0.177777778,0.177777778,0.177777778,0.5,8,iphone,44155.33333,193902
6729,NULL,NULL,5/26/2015,133158,1,1360,6,0.222222222,0.222222222,0.222222222,0.75,4,ipad,23067.2,248466
1969,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,0.4,5,iphone,NULL,225100
6821,NULL,NULL,5/27/2015,17792,-1,170,3,0.133333333,0.133333333,0.133333333,NULL,NULL,ipad,6874.5,31600
3958,NULL,NULL,5/26/2015,98419,0,483,1,0.222222222,0.266666667,0.266666667,1,2,ipad,NULL,98903
1287,NULL,NULL,5/27/2015,21490,1,2243,7,0.333333333,0.333333333,0.387583593,0.705882353,17,iphone,4105,47153
7471,NULL,NULL,5/25/2015,230060,0,839,2,0.4,0.4,0.4,0.882352941,17,iphone,101043,230900
2342,NULL,NULL,NULL,NULL,0,0,1,0.288888889,0.288888889,0.288888889,1,9,ipad,NULL,36320
1930,NULL,NULL,NULL,NULL,0,0,1,0.177777778,0.177777778,0.177777778,1,3,ipad,NULL,216677
5712,NULL,NULL,5/25/2015,204202,0,1544,1,0.333333333,0.333333333,0.333333333,1,7,ipad,NULL,205747
2309,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,NULL,NULL,iphone,NULL,161207
9738,NULL,NULL,5/27/2015,24680,0,1356,6,0.333333333,0.444444444,0.444444444,0.777777778,9,iphone,13596.6,92909
1599,NULL,NULL,NULL,NULL,0,0,1,0.177777778,0.177777778,0.177777778,1,3,iphone,NULL,256504
5543,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,0.5,2,ipad,NULL,252673
1789,NULL,NULL,5/27/2015,72679,0,3991,6,0.444444444,0.444444444,0.444444444,0.479166667,48,ipod,7038,106618
4732,NULL,NULL,5/27/2015,15368,0,3919,7,0.333333333,0.377777778,0.377777778,0.666666667,12,ipod,24306.83333,161221
4054,NULL,NULL,5/27/2015,18796,0,1092,3,0.177777778,0.177777778,0.177777778,1,4,iphone,130168,192237
5807,NULL,NULL,5/27/2015,13812,0,3742,5,0.444444444,0.511111111,0.511111111,0.545454545,33,ipod,17543.75,85179
796,NULL,NULL,5/27/2015,61135,0,1347,3,0.222222222,0.333333333,0.333333333,0.75,4,ipad,40003,141363
5548,NULL,NULL,5/26/2015,100105,0,535,3,0.222222222,0.222222222,0.222222222,1,3,ipad,366,100738
7383,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,1,1,ipad,NULL,181401
5636,NULL,NULL,5/27/2015,20867,0,3855,4,0.444444444,0.444444444,0.444444444,0.6,25,ipad,25362.33333,96382
3345,NULL,NULL,5/27/2015,619,0,10748,5,0.466666667,0.511111111,0.537364702,0.511363636,88,ipad,17902,77075
2866,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,1,2,iphone,NULL,12787
3120,NULL,NULL,5/27/2015,23845,0,450,3,0.222222222,0.377777778,0.377777778,0.75,4,ipad,595,25309
7183,NULL,NULL,5/25/2015,199340,1,1023,4,0.288888889,0.288888889,0.288888889,0.636363636,11,iphone,12044.66667,200408
727,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,NULL,NULL,iphone,NULL,244565
7679,NULL,NULL,5/25/2015,204225,-1,840,3,0.155555556,0.155555556,0.155555556,0.222222222,9,ipod,30316.5,207580
1587,NULL,NULL,5/26/2015,132323,-1,145,2,0.177777778,0.177777778,0.177777778,0.5,2,ipad,10197,132469
5366,NULL,NULL,5/26/2015,146711,0,268,2,0.222222222,0.222222222,0.222222222,1,2,iphone,104009,146980
9796,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.4,0.4,0.5,2,ipad,NULL,184
8500,NULL,NULL,5/27/2015,48786,0,14396,22,0.888888889,1.111111111,0.648900974,0.62,50,iphone,2655.190476,104754
8026,NULL,NULL,5/25/2015,186865,0,268,2,0.2,0.2,0.2,1,4,iphone,9879,187134
3505,NULL,NULL,5/27/2015,79681,1,4053,13,0.444444444,0.444444444,0.444444444,0.472222222,36,iphone,12355.83333,227992
1614,NULL,NULL,5/27/2015,10439,0,7090,10,0.577777778,1.111111111,0.506955507,0.465116279,43,iphone,21145.11111,201112
8364,NULL,NULL,NULL,NULL,-1,0,1,NULL,NULL,0.5,NULL,NULL,ipod,NULL,202575
5676,NULL,NULL,5/25/2015,200634,0,929,2,0.222222222,0.222222222,0.222222222,0.75,4,iphone,1390,201564
1261,NULL,NULL,5/27/2015,41536,0,1149,3,0.444444444,0.444444444,0.444444444,0.916666667,12,ipod,40015.5,82481
8108,NULL,NULL,5/26/2015,104974,0,2024,11,0.333333333,0.333333333,0.333333333,0.533333333,15,iphone,11293.5,231017
4206,NULL,NULL,5/27/2015,44178,-1,105,1,0.133333333,0.133333333,0.133333333,1,1,iphone,NULL,44284
8117,NULL,NULL,NULL,NULL,0,0,1,0.2,0.2,0.2,1,4,ipad,NULL,25700
3244,NULL,NULL,NULL,NULL,0,0,1,0.222222222,0.222222222,0.222222222,0.75,4,iphone,NULL,186979
5166,NULL,NULL,5/25/2015,198096,0,500,1,0.177777778,0.177777778,0.177777778,0.5,4,iphone,NULL,198597
3877,NULL,NULL,5/27/2015,74775,1,1271,1,0.222222222,0.222222222,0.222222222,1,3,ipad,NULL,76047
5915,NULL,NULL,NULL,NULL,0,0,1,0.2,0.2,0.2,0.3,10,iphone,NULL,215429
5996,NULL,NULL,5/27/2015,23337,0,428,2,0.222222222,0.222222222,0.222222222,0.75,4,iphone,15618,23766
5432,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,NULL,NULL,iphone,NULL,39677
2199,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,0.5,2,iphone,NULL,220787
2990,NULL,NULL,5/26/2015,96744,-1,800,3,0.155555556,0.155555556,0.155555556,0.111111111,9,iphone,28913.5,251985
4167,NULL,NULL,5/27/2015,42697,-1,892,2,0.222222222,0.333333333,0.333333333,1,3,iphone,1933,45423
5209,NULL,NULL,5/27/2015,17044,-1,1545,6,0.177777778,0.177777778,0.177777778,0.285714286,14,ipad,32724.6,180811
4494,NULL,NULL,5/26/2015,128583,-1,258,3,0.133333333,0.133333333,0.133333333,0.5,2,iphone,47363.5,136952
9412,NULL,NULL,5/26/2015,112716,0,3875,4,0.444444444,0.466666667,0.466666667,0.6875,16,iphone,22470,180436
5146,NULL,NULL,5/27/2015,23832,0,1335,2,0.333333333,0.333333333,0.333333333,0.7,10,iphone,4986,29036
6921,NULL,NULL,5/27/2015,52134,0,1010,1,0.222222222,0.666666667,0.666666667,1,3,iphone,NULL,53145
9418,NULL,NULL,5/27/2015,318,0,773,2,0.222222222,0.222222222,0.222222222,0.666666667,3,ipod,13689,14308
6952,NULL,NULL,NULL,NULL,0,0,1,0.177777778,0.177777778,0.177777778,0.666666667,3,ipad,NULL,113177
4473,NULL,NULL,5/25/2015,258713,-1,2,2,0.133333333,0.133333333,0.133333333,NULL,NULL,ipad,21,258716
2202,NULL,NULL,5/27/2015,46623,0,911,2,0.288888889,0.288888889,0.288888889,0.75,12,iphone,115393,162101
7932,NULL,NULL,NULL,NULL,0,0,1,0.155555556,0.155555556,0.155555556,1,2,iphone,NULL,78716
7902,NULL,NULL,5/25/2015,173887,-1,118,2,0.133333333,0.133333333,0.133333333,1,1,iphone,621,174006
6306,NULL,NULL,NULL,NULL,0,0,1,0.177777778,0.177777778,0.177777778,0.75,4,ipad,NULL,131242
1676,NULL,NULL,5/26/2015,155821,0,2072,6,0.2,0.2,0.2,0.25,12,iphone,13626.6,219301
1149,NULL,NULL,5/27/2015,13125,1,13635,7,0.555555556,0.666666667,0.568154667,0.516129032,62,ipad,27529.66667,179604
6211,NULL,NULL,5/27/2015,6923,0,14583,12,0.666666667,0.755555556,0.652376238,0.432989691,97,ipad,23440.63636,258233
2957,NULL,NULL,5/27/2015,779,0,1168,2,0.222222222,0.444444444,0.444444444,1,3,iphone,33241,34851
3933,NULL,NULL,5/27/2015,58497,0,1232,2,0.288888889,0.288888889,0.288888889,0.368421053,19,iphone,1251,59730
39,NULL,NULL,5/27/2015,5714,0,4032,5,0.355555556,0.4,0.4,0.692307692,13,ipad,21862.5,94314
5163,NULL,NULL,5/27/2015,33847,0,13361,16,0.888888889,0.888888889,0.683794851,0.382022472,89,ipad,12994.06667,215877
3429,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,NULL,NULL,iphone,NULL,199432
964,NULL,NULL,5/27/2015,413,0,8000,10,0.444444444,0.444444444,0.466725702,0.482758621,29,ipad,9357.333333,84856
6082,NULL,NULL,5/27/2015,54925,0,3913,5,0.444444444,0.444444444,0.444444444,0.391304348,23,iphone,12606,105449
3266,NULL,NULL,5/27/2015,63264,0,3618,5,0.444444444,0.444444444,0.444444444,0.433333333,30,iphone,43849.5,197151
7908,NULL,NULL,5/26/2015,159550,0,2718,3,0.444444444,0.444444444,0.444444444,1,12,ipad,76742.5,248367
874,NULL,NULL,NULL,NULL,-1,0,1,NULL,NULL,0.5,NULL,NULL,iphone,NULL,14284
7455,NULL,NULL,5/27/2015,31251,-1,2555,3,0.288888889,0.333333333,0.333333333,0.636363636,11,iphone,2526.5,38688
6276,NULL,NULL,5/27/2015,3203,0,19446,24,0.888888889,0.888888889,0.888888889,0.350649351,77,ipod,10704.08696,250479
7626,NULL,NULL,5/27/2015,10049,0,248,2,0.155555556,0.333333333,0.333333333,1,2,ipad,19037,29090
909,NULL,NULL,5/27/2015,40616,-1,105,2,0.133333333,0.133333333,0.133333333,1,1,ipad,118,40722
2459,NULL,NULL,5/27/2015,1982,0,595,2,0.288888889,1,1,0.875,8,ipad,761,2578
8865,NULL,NULL,NULL,NULL,-1,0,1,NULL,NULL,0.5,NULL,NULL,ipod,NULL,134336
3699,NULL,NULL,5/27/2015,3642,0,44758,30,0.888888889,1.111111111,1.111111111,0.202764977,217,iphone,8699.965517,256886
6101,NULL,NULL,5/26/2015,137835,0,1427,7,0.266666667,0.266666667,0.266666667,0.5,10,iphone,327.1666667,139755
7063,NULL,NULL,NULL,NULL,0,0,1,0.222222222,0.222222222,0.222222222,1,3,iphone,NULL,1328
6942,NULL,NULL,5/27/2015,13252,0,21344,17,1.066666667,1.111111111,1.111111111,0.513157895,76,iphone,5391.875,100208
1195,NULL,NULL,5/25/2015,180754,-1,57,1,0.133333333,0.133333333,0.133333333,NULL,NULL,iphone,NULL,180812
502,NULL,NULL,5/26/2015,133873,1,1443,5,0.311111111,0.311111111,0.311111111,0.888888889,9,iphone,17405.75,203421
7621,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,1,1,ipad,NULL,192037
5316,NULL,NULL,5/25/2015,192525,0,829,2,0.222222222,0.511111111,0.511111111,0.75,4,iphone,542,193503
9947,NULL,NULL,5/27/2015,7986,0,2546,3,0.333333333,0.711111111,0.349837653,0.615384615,13,iphone,21340,51450
5161,NULL,NULL,5/27/2015,20578,0,4110,6,0.511111111,0.955555556,0.414092949,0.625,24,iphone,1855.8,32214
1871,NULL,NULL,5/27/2015,5449,0,1819,1,0.288888889,0.288888889,0.288888889,0.388888889,18,ipad,NULL,7269
5658,NULL,NULL,5/27/2015,3226,-1,114,1,0.133333333,0.133333333,0.133333333,NULL,NULL,iphone,NULL,3341
2443,NULL,NULL,NULL,NULL,0,0,1,0.155555556,0.155555556,0.155555556,1,2,iphone,NULL,77111
7515,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,NULL,NULL,iphone,NULL,155025
5613,NULL,NULL,NULL,NULL,0,0,1,0.177777778,0.177777778,0.177777778,0.5,4,iphone,NULL,118936
3742,NULL,NULL,5/27/2015,55904,0,3124,6,0.444444444,0.777777778,0.777777778,0.695652174,23,ipad,34521.8,228521
8759,NULL,NULL,5/27/2015,7556,0,1106,8,0.222222222,0.222222222,0.222222222,0.428571429,7,iphone,6178.714286,50965
9501,NULL,NULL,5/27/2015,49319,0,379,1,0.2,0.4,0.4,0.75,4,iphone,NULL,49699
3936,NULL,NULL,5/27/2015,85659,0,678,2,0.222222222,0.222222222,0.222222222,0.75,4,ipad,92244,178272
490,NULL,NULL,5/27/2015,722,0,1864,3,0.4,0.466666667,0.361099858,0.7,20,iphone,313,2880
689,NULL,NULL,5/25/2015,196661,0,903,3,0.222222222,0.222222222,0.222222222,0.666666667,3,ipad,7907,206921
4992,NULL,NULL,NULL,NULL,0,0,1,0.333333333,0.333333333,0.333333333,1,8,ipad,NULL,224272
7396,10,1,5/27/2015,32060,1,9853,7,0.333333333,0.733333333,0.733333333,0.40625,32,iphone,2315.166667,62060
1336,NULL,NULL,5/27/2015,9106,0,1605,5,0.444444444,0.666666667,0.376326434,0.714285714,21,iphone,5904.75,32836
4194,NULL,NULL,5/27/2015,83616,-1,2455,10,0.177777778,0.222222222,0.222222222,0.096774194,31,iphone,8356.444444,159149
5162,NULL,NULL,5/25/2015,175546,1,6324,2,0.466666667,0.711111111,0.711111111,0.866666667,15,iphone,27025,202957
9569,NULL,NULL,5/27/2015,51405,0,660,2,0.177777778,0.177777778,0.177777778,0.333333333,6,iphone,10380,52066
6224,NULL,NULL,5/26/2015,93694,-1,6,2,NULL,NULL,0.5,NULL,NULL,iphone,223,93701
1515,NULL,NULL,5/26/2015,153320,-1,150,2,0.133333333,0.133333333,0.133333333,0.25,4,iphone,24600,153471
3580,NULL,NULL,5/26/2015,130573,0,1400,6,0.4,0.4,0.4,0.705882353,17,iphone,1363.2,132134
5414,NULL,NULL,5/27/2015,38055,0,1712,4,0.222222222,0.222222222,0.222222222,0.181818182,11,iphone,745.6666667,41567
3338,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,1,2,iphone,NULL,188451
2354,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.511111111,0.511111111,NULL,NULL,iphone,NULL,103046
4183,NULL,NULL,NULL,NULL,0,0,1,0.222222222,0.222222222,0.222222222,1,3,iphone,NULL,217149
7195,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,1,2,iphone,NULL,51296
34,NULL,NULL,5/27/2015,32420,0,14007,16,0.888888889,1,1,0.27027027,111,ipad,6605.666667,133300
7575,NULL,NULL,5/26/2015,162645,0,1,2,0.155555556,0.155555556,0.155555556,1,2,iphone,49,162647
6404,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,0.5,2,ipad,NULL,28462
9086,13,2,5/25/2015,179522,0,3087,5,0.444444444,0.444444444,0.444444444,0.8,10,ipad,26627,204772
4053,NULL,NULL,5/27/2015,47332,0,16767,12,0.888888889,1,0.627284982,0.557692308,52,iphone,16432.09091,229111
4982,NULL,NULL,NULL,NULL,0,0,1,0.155555556,0.155555556,0.155555556,1,2,iphone,NULL,134240
4633,NULL,NULL,5/27/2015,23997,0,1,2,0.2,0.2,0.2,0.6,5,iphone,25,23999
3360,NULL,NULL,5/26/2015,150428,-1,163,2,0.133333333,0.133333333,0.133333333,0.333333333,3,iphone,7210,150592
5123,NULL,NULL,5/27/2015,77972,0,133,2,0.266666667,0.266666667,0.266666667,0.8,5,iphone,372,78106
3025,NULL,NULL,5/26/2015,104747,-1,9,2,0.133333333,0.133333333,0.133333333,NULL,NULL,iphone,89,104838
9821,NULL,NULL,NULL,NULL,0,0,1,0.177777778,0.177777778,0.177777778,0.666666667,3,iphone,NULL,233302
1929,NULL,NULL,5/27/2015,4227,0,4402,14,0.555555556,0.555555556,0.480098014,0.592592593,27,iphone,14748.84615,196268
477,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,NULL,NULL,ipod,NULL,138499
5750,NULL,NULL,5/27/2015,6965,0,5462,10,0.222222222,0.222222222,0.222222222,0.130434783,23,ipod,20024.66667,187257
5335,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,0.5,2,iphone,NULL,254962
6759,NULL,NULL,5/26/2015,116080,-1,476,5,0.155555556,0.155555556,0.155555556,0.222222222,9,iphone,23402.25,148903
9454,NULL,NULL,NULL,NULL,0,0,1,0.222222222,0.222222222,0.222222222,0.666666667,3,iphone,NULL,191814
1264,NULL,NULL,5/27/2015,37740,1,925,1,0.177777778,0.222222222,0.222222222,0.153846154,13,iphone,NULL,38666
9497,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,1,1,iphone,NULL,107735
5247,NULL,NULL,5/26/2015,127749,-1,573,4,0.222222222,0.222222222,0.222222222,0.5,6,iphone,21884.33333,193706
733,NULL,NULL,5/26/2015,154528,0,867,3,0.222222222,0.355555556,0.355555556,0.75,4,iphone,16093.5,186971
7810,NULL,NULL,5/26/2015,160960,0,459,1,0.2,0.555555556,0.555555556,1,4,iphone,NULL,161420
3189,NULL,NULL,5/27/2015,18187,-1,126,2,0.133333333,0.133333333,0.133333333,1,1,iphone,52,18340
253,NULL,NULL,5/27/2015,18174,0,12300,9,0.444444444,0.688888889,0.480439166,0.6875,32,iphone,8222.5,84517
1730,NULL,NULL,5/25/2015,197768,0,471,4,0.222222222,0.222222222,0.222222222,0.5,6,iphone,8447.666667,223087
8551,NULL,NULL,5/27/2015,34989,0,3010,10,0.4,0.444444444,0.444444444,0.311111111,45,ipod,15625.55556,176246
4041,NULL,NULL,5/27/2015,71248,0,4406,18,0.444444444,0.444444444,0.444444444,0.714285714,21,iphone,10165.88235,244265
2768,NULL,NULL,NULL,NULL,0,0,1,0.222222222,0.222222222,0.222222222,1,2,iphone,NULL,257103
8965,NULL,NULL,5/27/2015,36609,0,22051,8,0.666666667,0.711111111,0.559686212,0.692307692,26,ipad,13408.28571,133263
9970,NULL,NULL,5/26/2015,87725,0,942,3,0.222222222,0.222222222,0.222222222,0.428571429,7,iphone,637,88999
3206,NULL,NULL,5/25/2015,193728,0,3005,5,0.4,0.4,0.4,0.382978723,47,iphone,20928,221188
1741,NULL,NULL,5/25/2015,212419,0,555,2,0.177777778,0.177777778,0.177777778,0.285714286,7,iphone,598,212975
7981,NULL,NULL,5/26/2015,111074,0,900,4,0.266666667,0.266666667,0.266666667,0.75,8,iphone,17845.33333,165034
